Text,Type
"В Татарстане создадут сухопутный зерновой хаб  ГК «Новый сухопутный зерновой коридор» (НСЗК) в ходе ХV Международного экономического форума «Россия — Исламский мир: KazanForum» заключила соглашение с правительством Татарстана о создании в республике специализированного высокотехнологичного объекта высокоскоростной перевалки зерновых грузов мощностью 8 млн т в год. Сухопутный зерновой хаб появится вблизи крупнейшего международного логистического комплекса имени Дэн Сяопина в рамках развития и тиражирования технологии сухопутной железнодорожной перевалки насыпных грузов, сообщила компания. Сейчас в регионе сложилась диспропорция: импортный грузопоток превышает экспортный (70/30). Причина в дорогой логистике из-за отсутствия доступа к «большой воде» и географической удаленности от крупных рынков. Логистическая модель «Зерно+» с использованием «сухопутного зернового флота» ГК «НСЗК», обеспечивающего 100% загрузку железнодорожного транспорта в обе стороны, гарантирует республике конкурентоспособную логистику. Контейнеры-зерновозы будут отправляться с зернового хаба в экспортном направлении, обратно в этих же контейнерах будут поступать товары народного потребления, автокомпоненты и прочие комплектующие для производственных предприятий Татарстана. Это минимизирует порожний пробег вагонов и значительно улучшит логистику, оценивает НСЗК. Компания планирует вывозить зерно, произведенное в Татарстане и других регионах Приволжья. Целевые рынки поставок — Китай, Узбекистан, Туркмения, Иран и другие страны. Обратные грузы в объеме до 200 тыс. TEU в год будут поступать в региональные транспортно-логистические центры, с которыми зерновой хаб будет работать в технологической связке и партнерстве. По оценке НСЗК, это будет способствовать реализации ежегодного профицита зерна в республике (более 1 млн т) и создаст условия для увеличения объемов его производства. Также в ходе форума компания заключила соглашение о стратегическом сотрудничестве с координатором проекта «Евразийский агроэкспресс» - АНО «Евразийская Агрологистика». Планируется, что они объединят усилия по обеспечению продовольственной безопасности стран-участниц ЕАЭС и БРИКС за счет увеличения ускоренных железнодорожных и мультимодальных перевозок сельхозпродукции и продовольствия между Россией и дружественными странами на пространстве ЕАЭС и маршруте МТК «Север — Юг». Совместная реализация логистической модели «Зерно+» с использованием «сухопутного зернового флота» ГК «НСЗК», хабов «Зерно+» и оптово-распределительных центров «Агроэкспресс» позволят нарастить товарооборот с дружественными странами благодаря стабильным поставкам товаров АПК России и стран ЕАЭС и встречному импорту товаров народного потребления, машинотехнической продукции и др. В декабре прошлого года Россия приступила к исполнению контракта на поставку 70 млн т зерна в КНР. Контракт был подписан Новосибирской производственно-экспортной компанией (ЭПТ, входит в российскую группу «Новый сухопутный зерновой коридор») и китайской госкорпорацией China Chengtong International, Ltd. Перевозка производится в специализированных контейнерах-зерновозах, входящих в состав «сухопутного зернового флота» НСЗК. Контракт на поставку 70 млн т зерна в течение 12 лет был заключен в октябре 2023-го на полях форума международного сотрудничества «Один пояс — один путь». Проект НСЗК по созданию крупнейшего в России «сухопутного зернового флота» обеспечит единовременную перевозку до 600 тыс. т зерна и годовой оборот до 8 млн т. Больше новостей АПК — в нашем Telegram-канале. Подписывайтесь!",1
"Как обезопасить себя и своих близких от клещей? Лето и конец весны - время для активного отдыха на свежем воздухе, но при этом оно может стать периодом повышенного риска заражения клещевыми инфекциями. Клещи могут переносить опасные заболевания, такие как клещевой энцефалит и боррелиоз. Однако соблюдая некоторые меры предосторожности, вы можете существенно снизить риск заражения. Как обезопасить себя в сезон клещей: 1. Носите светлую, плотную одежду, покрывающую максимально возможную площадь тела. 2. После прогулки в лесу или выезда за город обязательно проведите тщательный осмотр тела. 3. Наносите репелленты на открытые участки кожи, чтобы создать барьер между вами и паразитами. 4. Если вы обнаружили клеща на теле, удалите его самостоятельно или обратившись к медицинским специалистам. 5. Профилактическая вакцинация может стать дополнительным барьером в защите от опасных заболеваний. Соблюдая эти простые правила, вы сможете насладиться прогулками на природе, минимизируя риск заражения клещевыми инфекциями.  Источник: Альметьевский муниципальный район Республики Татарстан",0
"Театр на колесах. В Ульяновске в суд направлено уголовное дело о мошенничестве в сфере автострахования  «Следователем Следственного управления УМВД России по Ульяновской области завершено расследование уголовного дела в отношении участников организованной группы. Они обвиняются в мошенничестве в сфере автострахования. По версии следствия, житель областного центра разработал криминальную схему, которая позволяла обманным путем похищать денежные средства страховых компаний. В ее реализации злоумышленнику помогали еще восемь человек. Во всех случаях в дорожно-транспортных происшествиях участвовала дорогостоящая иномарка, водитель которой выступал в роли потерпевшей стороны. Во время столкновений автомобилей один из соучастников изображал случайного свидетеля. Проезжая мимо, он фиксировал постановочную аварию на видеорегистратор. Инцидент оформлялся через европротокол. К нему прилагались видеоматериалы, которые направлялись в страховую компанию для получения выплат. После этого автомобили ремонтировались и вновь принимали участие в мошеннической схеме. Обвиняемым инкриминируется десять эпизодов противоправной деятельности. Причиненный страховым компаниям ущерб превысил три миллиона рублей. Фигурантам предъявлено обвинение в преступлениях, предусмотренных частью 4 статьи 159.5 УК РФ. Двоим из них избрана мера пресечения в виде запрета определенных действий, семерым – в виде подписки о невыезде и надлежащем поведении. В настоящее время 24 тома уголовного дела с утвержденным прокурором обвинительным заключением направлены в Ленинский районный суд города Ульяновска для рассмотрения по существу», - сообщила официальный представитель МВД России Ирина Волк. Скачать Комментарий официального представителя МВД России Ирины Волк Скачать видео Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",0
"Главное из заявления по итогам переговоров Путина и Си Цзиньпина в Пекине:  ▪️Россия приветствует готовность Китая играть конструктивную роль в вопросе политико-дипломатического урегулирования украинского кризиса.  ▪️Москва и Пекин отмечают необходимость прекращения шагов, способствующих затягиванию боевых действий и эскалации конфликта на Украине.  ▪️Россия и Китай договорились продолжать укреплять стратегическое партнерство в энергетической сфере.  ▪️РФ и КНР осуждают инициативы по изъятию активов и собственности иностранных государств и подчеркивают право на применение ответных мер.  ▪️Москва и Пекин будут отстаивать свои законные права и интересы, противостоять попыткам ограничить внешнеполитический и экономический потенциал.  ▪️Россия и Китай намерены поощрять свои авиакомпании к увеличению количества рейсов и расширению географии полетов между странами.  ▪️Россия и Китай договорились наращивать двустороннюю торговлю и оптимизировать ее структуру.  ▪️Москва и Пекин будут углублять взаимодействие в военной области, расширять масштабы совместных учений.  ▪️РФ и Китай намерены углублять взаимодействие в борьбе с международным терроризмом и экстремизмом.",1
"🏓 Чувашия принимает первенство России по настольному теннису.  Соревнования в личном зачете пройдут с 16 по 19 мая на базе Спортивной школы олимпийского резерва по настольному теннису и стрельбе из лука имени Ирины Солдатовой. Здесь будут вести борьбу 128 юношей и девушек до 14 лет из 34 регионов страны.  Спортивную честь Чувашии будут защищать Михаил Кириллов, Дмитрий Протасов, Иван Степанов, Камиль Хакимзянов и Мария Капитонова.   Начало соревнований ежедневно в 10:00. Вход для болельщиков свободный.  Приглашаю всех поклонников настольного тенниса поддержать наших ребят! Желаю удачи и пусть победит сильнейший!",1
"Еще одному фигуранту по делу «Крокуса» следствие ходатайствует о продлении срока содержания под стражей   Басманный районный суд города Москвы приступил к рассмотрению материалов органов предварительного расследования о продлении срока содержания под стражей в  отношении Фаридуни Шамсидина*, обвиняемого в совершении преступления предусмотренного п. «б» ч. 3 ст. 205 УК РФ (террористический акт).   *занесен в реестр террористов и экстремистов   #басманный",1
"5️⃣7️⃣9️⃣0️⃣Председатель СК России поручил провести проверку по обращению о возможном нарушении экологического законодательства в Московской области   К Председателю СК России А.И. Бастрыкину в его Приёмную «ВКонтакте» поступило обращение по вопросу неисполнения судебного решения о переводе лесных участков из муниципальной собственности в городском округе Люберцы в государственную. Сообщается, что в 2012 году при рассмотрении генерального плана более 100 гектар земель лесного фонда переведено администрацией Люберецкого района в муниципальную собственность под садовое строительство и ИЖС. В 2014 году судом признано недействительным решение совета депутатов «Об утверждении Генплана Красково» в части включения в границы населенного пункта лесных участков. Однако до настоящего времени судебный акт не исполнен, лесной массив активно вырубается.   Ранее указанная ситуация получила распространение в СМИ.   ❗️Председатель Следственного комитета Российской Федерации Александр Иванович Бастрыкин поручил руководителю ГСУ СК России по Московской области Александру Юрьевичу Старикову провести процессуальную проверку и доложить о ее предварительных и окончательных результатах.   Исполнение поручения, а также ход процессуальной проверки поставлены на контроль в центральном аппарате ведомства.    #КонтрольПредседателяСКР #КомментарийКонтроль #МосковскаяОбласть  Информационный центр СК России",0
"‼️ Комментарий официального представителя МВД России Ирины Волк о том, что в Ульяновской области окончено расследование уголовного дела о мошенничестве в сфере автострахования  🚔 Подписаться на МВД МЕДИА",0
"Консультация – предупреждение об интенсивности метеорологического явления на Территории Республики Татарстан Уважаемые граждане! От ФГБУ «Управление по гидрометеорологии и мониторингу окружающей среды Республики Татарстан» поступила: Консультация – предупреждение об интенсивности метеорологического явления с 00 до 06 час. 17 мая 2024 г. Ночью 17 мая 2024 г. на территории Республики Татарстан местами в южных и восточных районах ожидаются заморозки на почве и в воздухе 0..-2˚. Главное управление МЧС России по Республике Татарстан рекомендует: Рекомендации населению при заморозках в воздухе и на поверхности почвы В связи с заморозками повышается риск повреждения и гибели сельскохозяйственных культур - цветков и завязей плодовых косточковых и семечковых культур и теплолюбивых растений. Специалисты рекомендуют предпринять меры по защите насаждений. Наиболее практичным и часто используемым садоводами способом спасения молодых всходов от заморозков является укрытие растений. Материал должен обладать малой теплопроводностью (грубая гофрированная бумага, пузырчатая пленка, соломенные или тростниковые маты). Защитить культуры от заморозка можно и при помощи дымления (окуривания), используя для этого дымовые шашки или дымовые кучи. Дымовая шашка наполнена смесью вещества, которое, сгорая, выделяет много дыма, безвредного для цветущего дерева. Действует дымовая шашка 8-10 минут. Для приготовления дымовых куч используют сырую солому, хворост, траву, торф, листья, опилки, сорняки, бытовой мусор - всё, что будет медленно гореть (тлеть) и выделять много дыма (снаружи можно класть влажные материалы). Дело в том, что не огонь защищает сад от заморозков, а дым, он стелется над землей и не дает ей возможности переохладиться — отдать свое тепло. В случае любой беды вы всегда можете обратиться на единый номер вызова экстренных служб – «112». Звонки принимаются круглосуточно и бесплатно с городских и мобильных телефонов. ""Телефон доверия"" ГУ МЧС России по РТ 8 (843) 288-46-96.  Источник: Азнакаевский муниципальный район Республики Татарстан",0
"🫵 Это твое #ВремяВозможностей, молодёжь Татарстана!  Так чего мы ждём? Вперёд покорять крутые проекты 😎  ▫️Выставка цифрового искусства «НУР»  Ты можешь заявить на выставку новую или уже готовую работу без ограничений по темам, принимай участие в open call и заполняй заявку по ссылке.   ▫️«Летний Кампус Президентской академии-2024»  Уникальный образовательный проект для студентов, затрагивающий сферы бизнеса, науки, общественных движений и политики.   ▫️Набор волонтеров на Всемирные игры дружбы-2024  Тебе от 18 лет, ты готов погрузиться в атмосферу масштабного мероприятия и помочь в его организации? Подавай заявку.  ▫️Премия «Больше, чем путешествие»  Заяви о своем туристическом проекте или идее в области молодёжного туризма на территории России!  ▫️ Всероссийский конкурс «Лидер XXI века»  Покажи, что ты — настоящий лидер! В этом сезоне это можно сделать в 6 различных номинациях.   ▫️Фестиваль молодого многонационального искусства «Таврида.АРТ»  Крупнейшая площадка России для самореализации молодых деятелей культуры, искусства и творческих индустрий.  ▫️Международный молодежный форум «Евразия Global»  Здесь соберутся 500 молодых лидеров из России и зарубежных стран. Тематикой предстоящего форума станет развитие молодёжного сотрудничества между российскими регионами и странами мира.",0
"🗣Минниханов на KazanForum высказался про теракт в «Крокусе»  Глава Татарстана заявил, что целью мартовского теракта в Подмосковье было посеять в российском обществе межнациональные и межрелигиозные конфликты.  ❗️ Подписаться на «Вечерку»",1
"Биржа CME планирует запустить торги биткойнами - FT  Американская CME Group, крупнейшая в мире биржа фьючерсов, планирует запустить прямые торги биткойнами на фоне повышенного интереса инвесторов к криптовалютам, пишет Financial Times со ссылкой на источники.  По словам источников, CME проводит консультации с трейдерами по этому вопросу. В случае принятия положительного решения торги будут проводиться на швейцарской валютной площадке EBS.  Представители биржи отклонили запрос FT о комментарии.  В январе этого года Комиссия по ценным бумагам и биржам (SEC) США разрешила создавать биржевые фонды, напрямую инвестирующие в биткойн. Фьючерсы на биткойны уже торгуются на CME.  В ходе торгов в четверг биткойн дорожает на 0,6% и торгуется на отметке $66,336 тыс.  @ifax_go",1
"📣 5 советов мамам и папам от экспертов Лиги, которые помогут уберечь ребенка от развития цифровой зависимости   📌Лига безопасного Интернета",0
"🌟🌟🌟 Разбежаться — и в бассейн! Катюша исполняет мечты о летнем отпуске за нас 🐼   Пока Владимир Путин проводит переговоры в Китае, самая обаятельная девочка с китайскими корнями выполняет важные дела здесь, в России. На днях Катюша оценила уличный бассейн в московском зоопарке и, судя по повторному прыжку в воду, осталась очень довольна.   Видео: Telegram-канал Светланы Акуловой   🌟 Tatarstan News",0
"Кировская транспортная прокуратура контролирует соблюдение прав пассажиров самолета, совершившего вынужденную посадку в аэропорту Победилово  Кировская транспортная прокуратура контролирует соблюдение прав пассажиров самолёта, выполнявшего 16 мая 2024 года рейс № 6423 по маршруту Санкт-Петербург – Уфа и совершившего вынужденную посадку в аэропорту Победилово.  📌По предварительным данным причиной посадки стало срабатывание датчика пожарной сигнализации. Воздушное судно благополучно приземлилось в аэропорту Победилово. Самолет повреждений не получил. Пострадавших нет. На борту находились 83 пассажира и члены экипажа.  ✅На время ожидания вылета в аэропорт назначения пассажирам предоставят услуги в соответствии с федеральными авиационными правилами.  ❗️Соблюдение прав пассажиров находится на контроле транспортной прокуратуры.  @ptprok",0
"В Донецке, Макеевке и Мариуполе модернизируем ключевые республиканские спортивные объекты  В столице ДНР масштабные работы строители развернули на 3,5 га легкоатлетического стадиона. После восстановления зрительских трибун, помещений, а также покрытий спортплощадок он вновь станет одним из ключевых мест для тренировок и спортивных состязаний. Также в городе ремонтируют Дворец спорта «Локомотив», где есть 25-метровый бассейн.   Под контролем специалистов ППК «Единый заказчик в сфере строительства» осенью в Макеевке завершится обновление конноспортивной базы школы олимпийского резерва. Это единственной подобный объект в ДНР, который тем не менее ни разу не ремонтировали с момента открытия в 1960 году.   В Мариуполе восстановительные работы идут на стадионах «Западный» и «Портовик».",0
Уфимская транспортная прокуратура контролирует соблюдение прав пассажиров в связи с длительной задержкой рейса в Санкт-Петербург  По предварительным данным 16 мая 2024 года произошла задержка рейса № 6424 сообщением Уфа - Санкт-Петербург (авиакомпании «Россия»). Вылет отложен с 13:35 ориентировочно до 19:20 (время местное) по причине позднего прибытия воздушного судна из другого рейса.  📎На рейс зарегистрировано 92 пассажира. На время ожидания вылета авиакомпания предоставит пассажирам услуги в соответствии с федеральными авиационными правилами.  ✅В аэропорт выехал заместитель Уфимского транспортного прокурора. Для пассажиров организована работа мобильной приемной. Соблюдение прав пассажиров находится на контроле транспортной прокуратуры.  ❗️В случае нарушений законодательства пассажиры могут обратиться к дежурному прокурору Приволжской транспортной прокуратуры по номеру +7 (910) 796-59-45.,0
"В Перми осудили шестерых участников организованной группы псевдоброкеров  Дзержинский районный суд г. Перми признал виновными шестерых жителей краевого центра в совершении преступлений, предусмотренных ч. 4 ст. 158 и ч. 4 ст. 159 Уголовного кодекса Российской Федерации. Деятельность злоумышленников была пресечена в январе 2021 года сотрудниками Управления экономической безопасности и противодействия коррупции регионального МВД при поддержке Росгвардии. Установлено, что организатором являлся мужчина 1973 года рождения. Фигуранты представлялись под вымышленными именами сотрудниками несуществующей брокерской компании. В ходе разговора заинтересовывали потенциального потерпевшего получением денежной компенсации или страховки, положенной в результате неудачной торговли на финансовых рынках и осуществления иных финансовых сделок в сети Интернет. Затем злоумышленники путем обмана получали удаленный доступ к компьютерам потерпевших, просматривали балансы их банковских счетов, сообщая недостоверные сведения о зачислении на их банковскую карту положенной компенсации, после чего похищали денежные средства. Для реализации преступной схемы использовали Интернет-ресурсы (торговые площадки), позиционирующие себя в качестве дилеров и брокеров на финансовом рынке, которые при этом не имели технической и организационной возможности выхода на финансовые рынки, не являлись полноценными участниками финансового рынка и не выводили позиции клиентов на его площадки. Оперативники и следователи установили, что жертвами противоправной деятельности стали жители различных субъектов Российской Федерации. В частности, одной из потерпевших стала жительница Санкт-Петербурга, которая перевела псевдоброкерам свыше 4,5 млн рублей. Следствием установлено, что всего от рук злоумышленников пострадали 23 жителя нашей страны, ущерб превысил 14 млн рублей. Ранее были осуждены четверо участников данной организованной группы, которые заключили досудебные соглашения. Им было назначено наказание в виде лишения свободы на срок от 3,5 до 6 лет условно. Остальные шестеро фигурантов также приговорены к условному лишению свободы на срок от 2 до 6 лет и штрафам от 50 до 600 тысяч рублей. Приговоры вступили в законную силу. Помимо этого осужденные будут обязаны возместить причиненный потерпевшим ущерб. Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",1
"КОС-СИНТЕЗ-УОР ЗАНЯЛ 7 МЕСТО   Статистика Финал Кубка России  ⛳ Плавательный бассейн Оргсинтез, г.Казань  МК СШОР ВОСТОК-2- КОС-СИНТЕЗ-УОР 8-11 (2-3, 1-3, 2-2, 3-3)   Мячи за КОС-СИНТЕЗ-УОР забросили: Шайдуллин (3), Белянский (2), Тазеев (2), Краснов (1), Махиянов (1), Васильев (1), Мясников (1).   ⚡КОС-СИНТЕЗ-УОР одержал победу в заключительном матче Кубка России по водному поло в Казани. Молодые заводчане обыграли МК СШОР ВОСТОК-2 и заняли 7 место.   🏐 Начало осталось за казанской командой. Ватерполисты КОС-СИНТЕЗ-УОР открыли счёт в матче и усилиями Камиля Шайдуллина и Раиля Тазеева завершили первый период с минимальным преимуществом, 3-2.  🏐🏐 Во втором игровом отрезке подопечные Николая Шепелева действовали более раскрепощенно и, благодаря этому, увеличили разницу до комфортного 6-3. По разу отличились Ярослав Краснов, Сергей Белянский и Аскар Махиянов.  🏐🏐🏐 После большого перерыва расклад сил на площадке не поменялся. Соперники обменялись двумя голами и ушли на заключительную четверть при счёте 8-5.  🏐🏐🏐🏐 Финальная сирена запечатлела на табло счёт 11-8 в пользу КОС-СИНТЕЗ-УОР. Самым результативным игроком в нашей команде стал Камиль Шайдуллин, забросивший 3 мяча в ворота москвичей.   #синтезказань #водноеполо #казаньоргсинтез",1
В 6 туре играем дома против ФК «Динамо-Барнаул» 🤜  Матч начнется уже послезавтра на «Трудовых Резервах» в 15:00 🕒  Оформляйте бесплатные билеты на сайте 🎟️  До встречи в субботу! ❤️💚,0
"На всей территории Белгородской области запущена сирена ракетной опасности. Если вы находитесь дома – не подходите к окнам. Укройтесь в помещениях без окон со сплошными стенами (коридор, ванная, туалет, кладовая). Если вы находитесь на улице – спуститесь в укрытие или иное безопасное место.",0
"МВД, как стало известно БИЗНЕС Online, прекратило уголовное дело по смертельному ДТП с участием Равиля Зиганшина. В действиях владельца ПСО «Казань» не нашли признаков состава преступления.  Авария с его участием произошла 6 марта в Верхнеуслонском районе. Range Rover, за рулем которого находился Зиганшин, насмерть сбил 64-летнюю глухонемую женщину — она шла по проезжей части и попыталась перейти дорогу. Уголовное дело в отношении неустановленных лиц возбудили спустя несколько дней. По информации источников, на возбуждении дела настояло руководство прокуратуры РТ.  Согласно выводам экспертизы, рассказывают собеседники БИЗНЕС Online, установлено, что водитель не имел технической возможности остановить машину в момент выхода пешехода на проезжую часть, а значит и избежать наезда.",1
"МВД прекратило уголовное дело по смертельному ДТП с участием владельца ПСО «Казань» Равиля Зиганшина. Напомним, авария произошла 6 марта в Верхнеуслонском районе Татарстана.  Range Rover, за рулем которого находился Зиганшин, насмерть сбил 64-летнюю глухонемую Галину Зуйкову, которая шла по проезжей части и попыталась перейти дорогу. Уголовное дело в отношении неустановленных лиц возбудили спустя несколько дней.  По сообщениям источников из силовых структур, 7 мая 2024 года дело было прекращено в связи с отсутствием в действиях Зиганшина признаков состава преступления, предусмотренного ч. 3 ст. 264 УК РФ («Нарушение правил дорожного движения и эксплуатации транспортных средств, повлекшее по неосторожности смерть человека»).  Согласно выводам автотехнической экспертизы в рамках расследования, рассказывают источники «БИЗНЕС Online», было установлено, что водитель не имел технической возможности остановить автомобиль в момент выхода пешехода на проезжую часть, а значит, и избежать наезда.  🌟 Tatarstan News",1
